x;y;z;r
-99.7824;0.0058912;0.0359586;0
-99.7819;0.00590911;0.036038;0
-99.7814;0.00592706;0.0361176;0
-99.7809;0.00594504;0.0361972;0
-99.7804;0.00596306;0.0362769;0
-99.7799;0.00598111;0.0363567;0
-99.7794;0.0059992;0.0364366;0
-99.7789;0.00601732;0.0365165;0
-99.7784;0.00603549;0.0365965;0
-99.7779;0.00605369;0.0366765;0
-99.7773;0.00607192;0.0367566;0
-99.7768;0.0060902;0.0368368;0
-99.7763;0.00610851;0.0369171;0
-99.7758;0.00612685;0.0369974;0
-99.7753;0.00614523;0.0370779;0
-99.7748;0.00616365;0.0371583;0
-99.7743;0.0061821;0.0372389;0
-99.7738;0.00620058;0.0373196;0
-99.7732;0.0062191;0.0374003;0
-99.7727;0.00623766;0.0374811;0
-99.7722;0.00625625;0.0375619;0
-99.7717;0.00627488;0.0376428;0
-99.7712;0.00629355;0.0377238;0
-99.7707;0.00631225;0.0378049;0
-99.7701;0.00633098;0.037886;0
-99.7696;0.00634976;0.0379672;0
-99.7691;0.00636857;0.0380485;0
-99.7686;0.00638741;0.0381299;0
-99.7681;0.00640629;0.0382113;0
-99.7676;0.00642521;0.0382928;0
-99.767;0.00644416;0.0383744;0
-99.7665;0.00646315;0.0384561;0
-99.766;0.00648217;0.0385378;0
-99.7655;0.00650123;0.0386197;0
-99.7649;0.00652032;0.0387015;0
-99.7644;0.00653945;0.0387835;0
